draw,gpp,lai_mean,lai_max,ceff,lma,f_auto,c_fol_0,f_fol,f_lab,d_onset,cr_onset,cr_fall,c_lf
79,1953.3883058872273,3.7305814879976564,7.162510675307704,25.89730160140809,194.34349204294654,0.47554885349717224,749.821652181697,0.10169604223536496,0.01741990943593367,329.02927199082507,27.889596043858,133.58572793387705,0.3069117844597893
80,3042.4880033664404,7.740750060680154,10.988938219364085,54.51925758144715,215.26057979057128,0.43160129924625273,1694.0086882988687,0.09978671562376216,0.11274586765524008,37.2011814917546,89.11946148248687,92.40127336638632,0.3181333289045849
81,3179.7258480650207,9.80642107993682,12.109090250780769,85.63050553611642,232.78209232143536,0.44129678114390575,649.354632072809,0.07872220998032693,0.20386822270278107,174.95606164198935,13.543822870305204,74.15924900667056,0.2996145633376219
82,3016.6706637341686,6.358672264358361,8.830675496194374,68.26302966792227,161.26138532232213,0.3136624090063301,132.70077074748826,0.02919442416793526,0.10530443779963844,361.8986247302616,99.18817536911867,93.80396492217737,0.3169067088615469
83,3282.2827803812906,13.054221099307423,14.747378409022346,90.68479442636203,171.9152669968075,0.3759696786939831,1666.0629138452832,0.1806966789630539,0.12304883857991736,10.527962241588101,49.441819862102044,98.30324706614037,0.3252305464284306
84,3114.6041752239735,8.145411862061023,14.09947599932246,66.21488612928735,227.39233067252502,0.6601271291313778,1741.1479040512872,0.02306106155907603,0.1251995448230391,46.930972433256755,40.62232252419846,72.02677991762471,0.24152763200751132
85,2968.0717071364547,5.2407943550307925,7.040590466315862,83.48800828387289,163.05530326519363,0.436285915363604,84.59811410991605,0.05486583398389414,0.034758639893315,302.80014859313553,66.2956417688271,31.74594888283226,0.2801303320415982
86,3246.2390441908856,10.021227664561504,11.774424956544628,98.79621822459325,206.39211761615854,0.36311772536746223,556.9758874277444,0.1439607424207027,0.06413025413266227,10.64858384250174,23.030361575608453,119.76192131986198,0.21833466691612963
87,3206.4902201187924,10.166978742992486,13.909058088369498,70.5405530937011,166.1036118867503,0.6844728516010702,1753.8865206054295,0.11166365119140408,0.01637527945200735,33.953835795027665,17.07693686489089,116.19761481889266,0.21188934624754308
89,3046.4993264814575,7.7205013571772865,9.056765884691627,56.380924780265765,228.32823808440224,0.39723067950178576,662.4666946583607,0.12716226720706036,0.12458438492327653,166.91949136033884,90.46983600788958,131.54760541984,0.28723753578037325
90,1965.3580243275553,3.7617683655987837,9.737541567645634,29.61427067571261,165.20624335149657,0.5955044657819013,1038.4387787660185,0.026388238615551205,0.03381825754857652,9.50216150092358,10.019917116266464,88.05218013463617,0.25764330904300936
